,Transaction ID,1,1-prox,2,2-prox,3,3-prox,4,4-prox,5,5-prox,6,6-prox,7,7-prox,8,8-prox,9,9-prox,10,10-prox
15,16,268,0.9718846912607734,394,0.9584379630015659,391,0.9529167381566879,393,0.8657082438734673,117,0.8573240428797767,243,0.8551558478844675,183,0.8547256682469718,21,0.8512011498203423,55,0.8503158284732508,146,0.8443366520504815
16,17,294,0.987657787737716,341,0.8621636723006973,42,0.8475556891199545,410,0.8470917377699492,509,0.8360241076437414,335,0.8302440283418094,344,0.8269750008884287,289,0.8267730614388602,90,0.7399779716864273,8,0.7385818799559707
17,18,32,0.7416497473216795,310,0.7227030755099819,115,0.7208619933678944,118,0.7206881645244736,297,0.7080342668801672,226,0.6593240658595247,409,0.6581275709146488,334,0.6488593775211845,514,0.6446768767250228,511,0.6434282319695854
18,19,8,0.9644631781228215,135,0.935190798128359,99,0.9249499160696028,370,0.9210161888009056,366,0.864625191706365,351,0.8536327770219927,492,0.8503591200434044,410,0.841937873458227,90,0.841569964640146,25,0.8370540700058478
19,20,225,0.6929137573475905,46,0.6145699788619401,390,0.6124174022958061,223,0.6078675723710084,341,0.606444089302447,294,0.6050979244305814,279,0.6047298499728972,274,0.6036951253321038,442,0.6022557229247677,8,0.6015920027254258
20,21,40,0.9707380552873128,146,0.9704680424458445,117,0.9697934946464928,243,0.9571292526702149,87,0.9551126993589514,133,0.9521711475276814,183,0.949928135528063,55,0.9493158983810397,34,0.9482223884264902,74,0.94617525804084
21,22,15,0.8675996000751978,125,0.8582722317881646,175,0.8409464845329855,181,0.8409464503243326,391,0.7572389502794813,244,0.7562305672915226,53,0.7543270432281511,343,0.7475515549949452,57,0.7474196517776169,288,0.7439002959218582
22,23,201,0.8666550855975206,109,0.8616955997271167,170,0.855207652795469,259,0.8540614938737385,507,0.8510954722510419,373,0.8475128411828418,235,0.8472718616548935,266,0.8430037594028449,327,0.8386522729300121,322,0.8365162915172037
23,24,201,0.8159893635095911,208,0.7479069972311517,270,0.7434724064751286,468,0.7186865269021876,193,0.7180226218467631,214,0.7094209404985388,247,0.7088019818562328,454,0.7035193106263873,447,0.7005729561479319,36,0.6974621922681379
24,25,492,0.9764090403230514,496,0.9550942568822781,223,0.9538795684543241,52,0.9499767622401492,423,0.8534213161767708,90,0.8483499136942316,339,0.8459735336256973,102,0.8445776676972012,349,0.842947755205883,341,0.8391941673860757
25,26,217,0.9789111995231636,230,0.9785979844424897,92,0.9596288936095447,352,0.9557961033937725,314,0.9530093377073366,313,0.9515779202846975,207,0.9512523911745775,271,0.9487420333697467,120,0.9466716580035041,514,0.9347580734029286
26,27,338,0.9703440652100569,458,0.9550606123463571,402,0.943330707287451,292,0.9403266375956494,399,0.9402600450602899,472,0.9354728831518769,164,0.9334580496853732,304,0.9301845120433947,48,0.8722242244851521,71,0.8660629615195659
27,28,389,0.9922444579025346,141,0.9682794407102651,452,0.967092733736814,412,0.9617793522212597,396,0.9575800465194215,10,0.9555676588740957,247,0.9529666108066506,468,0.922748778650908,379,0.870830163159833,31,0.8677161927011084
28,29,109,0.8680446050131159,464,0.8298338895428012,235,0.768018211607868,339,0.7637379800260544,373,0.7634761652976744,166,0.762603215540824,507,0.7618068839830037,475,0.7579466211325324,170,0.756509769589358,59,0.7541874284477968
29,30,421,0.6043994686764828,418,0.5929322644961,505,0.5889683197398823,277,0.5507520390749336,4,0.5167722156806763,20,0.4936596059700734,127,0.49102911268747396,172,0.4908363690743221,209,0.4903622986071533,80,0.4870651194845328
30,31,377,0.9829664660173121,1,0.9716513754131817,258,0.94345266887039,149,0.9245568734002803,196,0.915602772204662,333,0.9019642155027037,379,0.8684623189278806,28,0.8677161927011084,114,0.8649655221236361,389,0.8639593319940009
31,32,297,0.9120034335922149,409,0.8489086221563701,9,0.8480859006610364,514,0.8377909101564687,511,0.8376774593680227,163,0.837127620295953,268,0.8366172955754816,230,0.8351924602467147,210,0.8342620921013398,379,0.8335587351186897
32,33,69,0.9438833686188295,463,0.8667130211025303,493,0.8481190958577688,461,0.8454378920714353,322,0.8331747796920068,315,0.8064475178660464,321,0.8052487346930608,246,0.7854112724001774,288,0.7317074842991632,397,0.7314590292762739
33,34,133,0.9806479074357012,40,0.9617059224232479,21,0.9482223884264902,87,0.9459702359160491,74,0.9455513706516936,93,0.9409080576954242,146,0.9352943246888894,243,0.9349121437395427,117,0.9329470386166383,450,0.93179765651205
34,35,235,0.968589098368968,286,0.8565216126767919,300,0.8560158513830126,224,0.8543656757433238,400,0.8451714524515277,293,0.8419974936732059,198,0.8399269707888525,327,0.8368822742689571,373,0.8364870482731237,507,0.8355218294744092
35,36,124,0.9486330316419456,91,0.9468087090131543,293,0.9410949379232818,300,0.9389356737692953,6,0.9351522065649468,84,0.9252182216126172,506,0.9110877458788066,193,0.8492519385704888,59,0.8345562285988009,502,0.8251997918114555
36,37,269,0.9744355196645047,346,0.9705602277243056,376,0.9585946257972997,451,0.9497308980679979,61,0.9466405153221964,340,0.9256516108995436,78,0.8605453492353343,191,0.8490776701939547,158,0.8469806414723731,456,0.8420610825068923
37,38,103,0.8526256338931917,283,0.8401671936149675,337,0.8350642942993183,252,0.8271339515541004,144,0.826334003076852,82,0.8257119675989908,280,0.8179585386525052,219,0.8061193349217013,347,0.7966865249769897,49,0.7320072350836961
38,39,430,0.9478113735194176,193,0.8938945783851073,326,0.8663394468405087,179,0.8600603929121902,465,0.8596305745213724,142,0.8568515983638927,323,0.8549769752710572,417,0.8540433034441279,434,0.8526726484059731,107,0.8485648159516344
39,40,133,0.9747672725202847,21,0.9707380552873128,34,0.9617059224232479,87,0.9614091160724239,74,0.9587441798408174,93,0.9564615828623806,117,0.9551531063319199,243,0.9541545875895654,146,0.948909972597733,55,0.9442855266637226
40,41,70,0.9327355389756687,145,0.818036393585415,445,0.8027047699558327,267,0.798630453251147,44,0.7880877693953221,328,0.7837604090313288,95,0.7176759930409804,365,0.7024267472229818,119,0.6975601196837383,202,0.6900973620317868
41,42,509,0.9586553222641596,46,0.8514957399632365,17,0.8475556891199545,294,0.843053122268224,439,0.8202712751632564,289,0.8103846546032636,219,0.7982458341590543,199,0.7956207548307183,223,0.7376881575109152,231,0.7373910097478211
42,43,436,0.9734940246446412,460,0.951637272316599,275,0.871189330628149,343,0.8650607127264601,179,0.8620185936163305,323,0.8589309974597223,461,0.8516493837419536,417,0.8513408925535426,174,0.8502901989917641,107,0.8484429845767856
43,44,267,0.9834297864163484,145,0.9653119690498337,240,0.8571574422426604,328,0.8510450538115865,481,0.8474347354281518,209,0.8412581038185053,445,0.8405285374131308,70,0.837606929337215,49,0.8180269008262641,219,0.8119523295721355
44,45,413,0.8335338296614198,298,0.8037940279230111,185,0.7987131768896352,178,0.7984298222449515,283,0.7238862470758527,103,0.723043325845195,174,0.7181068483376836,153,0.7175394879938692,105,0.7167396590690821,325,0.7144373417106777
45,46,199,0.9284627884243275,223,0.8625703750791132,8,0.8603243860901255,341,0.859962649425679,390,0.8580251506469898,90,0.857138046343009,231,0.8526345357468219,42,0.8514957399632365,361,0.8450312247591015,430,0.8438773694489832
46,47,2,0.9725260724686928,239,0.9711838058029127,71,0.9711770914396206,515,0.9706577368299053,48,0.9703157734711705,512,0.9629052816863553,180,0.9624960017889927,348,0.9605375599848942,171,0.9569248111201538,345,0.9547585042190474
47,48,71,0.9936043913672099,180,0.9909784949504061,171,0.9789592959205893,515,0.9787263124744506,348,0.9783513798631407,148,0.9752096327549091,242,0.9745319432700864,239,0.9745175459656287,65,0.97369795339585,47,0.9703157734711705
48,49,211,0.9532552247831787,240,0.8283543797976938,267,0.823223137111103,44,0.8180269008262641,145,0.7983955575174563,95,0.7647208062160182,38,0.7320072350836961,398,0.726387451772903,421,0.7256444873408826,105,0.7244801249760857
49,50,473,0.7230013355070164,144,0.6469746906792628,356,0.6387536346637342,280,0.6385311067674642,19,0.636423480895882,319,0.6341866590470917,498,0.6315008938199809,265,0.630215131980593,213,0.625015191039313,8,0.62323303964574
50,51,136,0.9591880141162745,188,0.9381881995271799,253,0.9344434225742866,67,0.929326631545287,192,0.926203352204807,221,0.9126426441948257,65,0.8603242310920433,476,0.8583832572012932,242,0.856002367031542,256,0.8532619447308046
51,52,223,0.9565373301108077,492,0.9520718142840775,25,0.9499767622401492,496,0.9370369045756819,370,0.8499373168825884,390,0.8491178957553577,341,0.8443765572667643,72,0.8430456537079039,424,0.8428629241506674,306,0.841591166634904
52,53,288,0.9694717403206721,499,0.953075139786034,255,0.9233896041764084,15,0.8527289507290512,181,0.8489509797977762,244,0.8476797762296147,126,0.8417856807814506,125,0.8354860616018405,387,0.8197243005803398,392,0.8194192334647415
53,54,48,0.8643334979042565,71,0.8625023596806782,282,0.8563797904016553,180,0.8563134984909453,348,0.8470139612305403,515,0.8469782952407564,345,0.8460212898318799,171,0.8442126785381205,239,0.8429196539284447,242,0.8410378403146277
54,55,183,0.992105005499009,243,0.9822344846811416,117,0.9744866733070876,146,0.9518372865202782,74,0.9503101201705139,93,0.9496205763229525,21,0.9493158983810397,276,0.9482359677663763,40,0.9442855266637226,368,0.9370793177819953
55,56,375,0.8409409369080777,264,0.8393584775390392,428,0.8337404067228753,191,0.8288388662464953,475,0.8181685011150375,510,0.811487470741145,299,0.8086314506406403,259,0.8085163713917458,245,0.8071249747225702,224,0.7453518723611721
56,57,15,0.8568899336887106,125,0.8461971846684421,22,0.7474196517776169,53,0.7312603705107539,288,0.7286458710976311,408,0.7251222733940592,518,0.7243538019304823,244,0.7214150718456909,162,0.7200288697635434,392,0.7047492264640927
57,58,411,0.8483560842184161,296,0.84633727979485,130,0.845926615143369,357,0.8315589377853804,519,0.8312993693990481,409,0.8269752046823162,32,0.8251285845550893,100,0.8247177134427656,511,0.8215165728281237,163,0.8208600910175595
58,59,6,0.8751335163963966,293,0.8631836502208855,84,0.8631008595418024,91,0.8612406286510917,506,0.8423786638077048,300,0.8415136048824411,36,0.8345562285988009,508,0.8326784218784892,124,0.8322854378524777,90,0.763392144981754
59,60,64,0.9773258468597039,138,0.9541378815375352,5,0.9531555310101011,249,0.9408502174785676,374,0.8545024590841723,172,0.8515396894244627,209,0.8491637343155586,491,0.8470148899305823,358,0.8429071123477292,13,0.8412437674074806
60,61,376,0.979053511932076,346,0.9683158933847091,340,0.9472139949845406,37,0.9466405153221964,451,0.9456411570590453,269,0.9448635568772821,504,0.850326886766588,264,0.8499067856353939,158,0.8444833321431098,456,0.8443929738065284
61,62,266,0.8469852332661043,273,0.8204949643244592,259,0.8140624998943953,26,0.7138700144951895,230,0.7103903948517902,456,0.7032150038210304,514,0.7024457410910718,23,0.6989621158669554,9,0.6980112310460284,217,0.6946888237073442
62,63,420,0.9763486302105744,422,0.9620329352279511,101,0.9467045241871583,503,0.9336279111692674,389,0.8613600895418994,28,0.8603406525561871,379,0.8567643266175158,368,0.8566128279066944,239,0.856541586610176,31,0.8561545874251508
63,64,60,0.9773258468597039,249,0.9457228930592877,5,0.9439152848002303,138,0.9387036043994061,321,0.8592408793968529,172,0.8568157794000328,430,0.8546390524063832,186,0.852354545962911,227,0.8522503014988487,88,0.8517705175595953
64,65,242,0.9931971007938822,148,0.9756008969172427,48,0.97369795339585,71,0.9723172353649934,171,0.9662224659020022,180,0.9648501265176807,348,0.9632206126577647,154,0.961313325895747,308,0.9595245392017996,512,0.9593330913876205
65,66,151,0.9484179821492429,429,0.9456558141779055,427,0.8134084106399165,483,0.8086469041570445,12,0.717206953849387,251,0.7135190302552351,303,0.7093237026580838,155,0.6903261082421804,315,0.6847997873234306,246,0.6704453322575972
66,67,188,0.9650992231262865,253,0.9468668460525149,221,0.9361854091631243,136,0.9327710841647682,51,0.929326631545287,192,0.9181291647238387,290,0.8527152364763457,194,0.8469769209456857,487,0.8411285508071247,295,0.8410391361796266
67,68,317,0.8531687686794794,325,0.8463547916628387,355,0.8454754437168599,298,0.8448390280636955,330,0.829885527969619,185,0.825890382817224,246,0.816701537712405,353,0.7986789171071568,324,0.7403490755125772,499,0.7348100421268839
68,69,33,0.9438833686188295,322,0.8311706559603056,315,0.8262671122265121,463,0.8231633597067551,246,0.8186723142357937,321,0.8150197029980042,461,0.7978216336338686,493,0.7969569333271609,307,0.7227093328685761,23,0.7217840150817385
69,70,41,0.9327355389756687,445,0.8678843831767505,267,0.8497437033940587,44,0.837606929337215,328,0.827511609635031,145,0.8199672983419379,129,0.7313712894401712,481,0.7287514278687439,298,0.7251390597928153,332,0.7215276774744085
70,71,48,0.9936043913672099,180,0.9855559558281008,348,0.9841464327507579,515,0.9819100985863216,239,0.9786306929563561,171,0.9747857114866092,242,0.9743129625854126,512,0.973614704191494,65,0.9723172353649934,47,0.9711770914396206
71,72,236,0.9383369342121284,306,0.8622872675766262,361,0.8581470016466713,488,0.8490457363548722,370,0.8486242703918804,52,0.8430456537079039,424,0.8410093112971995,223,0.838548205052082,469,0.8384437536874042,46,0.8360995844783079
72,73,312,0.9515945611971499,436,0.8597685867191475,43,0.8366911412794781,467,0.834378221285893,463,0.8329644569890768,493,0.8205336194345079,161,0.8192421545046038,460,0.8185338722665885,322,0.8182146098624378,177,0.8176288355725754
73,74,276,0.9695084251751729,40,0.9587441798408174,117,0.9559810714173028,93,0.9517253414943102,55,0.9503101201705139,133,0.9477648617005123,183,0.9469436514104448,146,0.9468877223857031,243,0.9464787673537366,21,0.94617525804084
74,75,238,0.9336046804537041,165,0.8552785887483723,140,0.8492685661574977,224,0.8407843682512464,208,0.8364898301923518,426,0.8324559266742574,482,0.8318806052481562,400,0.8316005804703591,312,0.8287049409297139,35,0.8242578471756365
75,76,438,0.9725775483882138,341,0.863346182212474,320,0.8458078676548145,486,0.8414142571448076,198,0.8406321613768142,410,0.8372397024106596,375,0.8305702401905241,371,0.8270582313805301,335,0.8220119270053341,344,0.8219551034730741
76,77,238,0.7425671516807553,177,0.7210403705816825,56,0.7085929371689133,75,0.6854406724334114,259,0.6709694970008945,395,0.650840353331201,482,0.6394843311222494,301,0.6302987353019167,74,0.6057931056580436,312,0.5983550369559456
77,78,79,0.9645669996774446,166,0.8732609791731736,37,0.8605453492353343,346,0.8562304777483153,322,0.8496571752356936,172,0.849470548937362,467,0.8457377115339255,376,0.8441924962221745,161,0.8425548354486477,116,0.8410122345371603
78,79,78,0.9645669996774446,121,0.8505135090345316,166,0.8488569119400109,172,0.8458587691362945,37,0.8404044112993889,358,0.8371817122927792,269,0.8346536706034218,346,0.833989842309091,116,0.831307363806176,227,0.8306329728012469
79,80,43,0.83235396676503,436,0.8080510092286965,460,0.7899599330544782,272,0.7416229434507722,358,0.7384476834253026,374,0.7372479607726741,284,0.734804524268679,227,0.7330430325114712,172,0.7303129901439697,200,0.7270713523582
80,81,68,0.733644174603265,298,0.7289607008336341,307,0.7199424579164482,182,0.7169296847124846,325,0.7091340532366073,355,0.7078605859809878,246,0.7030323732740247,185,0.7029362137930059,45,0.691567590406234,324,0.6412206940510234
81,82,319,0.8401337364657622,274,0.8295840290846036,38,0.8257119675989908,442,0.8256698447099847,213,0.8248131665342537,356,0.8152712330563245,265,0.8152023579283822,337,0.8117729308736054,219,0.7956880492115237,209,0.7273620323161869
82,83,384,0.9610009947412381,516,0.8628266527301788,419,0.8406656962538797,349,0.8388945093388122,388,0.838185310421564,431,0.8325747968387769,406,0.8254618653464271,305,0.8224110625714237,270,0.8210832680744885,197,0.8162826137509058
83,84,293,0.9765422950163992,506,0.9719788873379416,6,0.9693900704576219,91,0.9597192391714999,300,0.947052054303243,36,0.9252182216126172,124,0.9138009922232668,113,0.8654835505222382,59,0.8631008595418024,331,0.857658976379821
84,85,112,0.8461670486461929,430,0.8321771451154936,39,0.8280541995548963,414,0.8205811863169988,454,0.8025761673534924,193,0.7997952000942393,237,0.7559612092582892,497,0.7469237836920251,46,0.7342644573409602,250,0.7330332791515171
85,86,369,0.8388170793616634,130,0.8347466688078049,459,0.801561847229693,296,0.7941712227472242,256,0.792531651987548,357,0.7917894526076708,254,0.7777418313256581,290,0.7597824220605391,97,0.7594928548134806,58,0.7307875385423789
86,87,450,0.9773530806638426,40,0.9614091160724239,133,0.9551423180163279,21,0.9551126993589514,368,0.9522373955582415,34,0.9459702359160491,117,0.939923345666779,243,0.9348730895650006,74,0.9311206010421209,146,0.9303544989315655
87,88,321,0.8628519826281135,495,0.8561475254973195,153,0.8541988795911286,64,0.8517705175595953,172,0.8465998745691052,186,0.8456687428395616,227,0.8452232653864322,284,0.8395617740376691,358,0.838879106940322,436,0.8368479326594664
88,89,397,0.9699779774848115,463,0.8334432260611463,493,0.8288492581246332,322,0.8264889497568335,178,0.8230448517657774,498,0.8200355223584478,309,0.8091204614139008,317,0.8085689904443165,105,0.7287783123210017,191,0.7271570085810721
89,90,390,0.9828194826034041,423,0.9750942152886162,502,0.964788791946632,366,0.958401159340998,341,0.8621099757858715,492,0.859634590029962,250,0.8582905175558788,46,0.857138046343009,102,0.856615653083814,8,0.8554916127795497
90,91,6,0.9650514960911476,84,0.9597192391714999,293,0.9472796417172524,36,0.9468087090131543,124,0.945186875423612,506,0.9375399966972011,300,0.9199833437261755,59,0.8612406286510917,390,0.8488541861480879,433,0.8404217953167703
91,92,207,0.9818619678277378,217,0.9752282874764908,120,0.9718600099394517,313,0.9683893533413765,314,0.9675450488010243,230,0.9615970739828823,271,0.9610056151198327,26,0.9596288936095447,352,0.9520895977521265,514,0.9489038413833902
92,93,276,0.9698854110648811,243,0.9626249110390905,40,0.9564615828623806,74,0.9517253414943102,55,0.9496205763229525,133,0.9455761804179819,21,0.9448197774191038,183,0.9444852338413582,117,0.9429349355513568,34,0.9409080576954242
93,94,278,0.7180185369609022,369,0.6070676018031912,289,0.5891122282980681,505,0.575081384107999,95,0.5648147670571607,447,0.5643480971113624,516,0.563483619370922,294,0.5599849042181808,17,0.5499612155788891,509,0.5475016645878481
94,95,145,0.8099815762505067,267,0.7899430435466988,44,0.7802732022224216,240,0.7789552065447012,49,0.7647208062160182,211,0.7441440976164084,41,0.7176759930409804,365,0.6904000686711429,441,0.6800730810361002,504,0.6745459173914784
95,96,113,0.9764203256321184,425,0.9699917867034051,142,0.9646980183976247,434,0.957290704038585,435,0.8668912245049691,284,0.8589434512968749,293,0.8574042283676735,200,0.8548575241571374,84,0.8541653203271697,433,0.8522177717219773
96,97,290,0.9515717977729584,357,0.9513581001442655,296,0.9441741288884786,254,0.9348033900460866,130,0.9035215166696169,304,0.8438244335799525,295,0.8408081100482648,234,0.8401658577647353,487,0.8371768979911772,194,0.835942019382228
97,98,2,0.9656281267462413,378,0.9625730650086926,261,0.961145909888656,239,0.9609460595401637,515,0.9575796738173483,512,0.9571540009387649,131,0.9564829883218132,348,0.9564477817391372,180,0.950147751468071,154,0.9490287050866146
98,99,135,0.9866963767140501,8,0.9500826843779231,19,0.9249499160696028,370,0.9221114544190854,142,0.8588243852586552,248,0.855362411629087,444,0.8534552042142602,434,0.8529931468726724,351,0.8508157861406418,139,0.8502842514280937
99,100,163,0.9121278843457665,311,0.8284599691370926,58,0.8247177134427656,411,0.8244354208053898,519,0.817350313704631,234,0.802750125498608,511,0.8017222257847433,409,0.7939994604027588,263,0.7909789258489979,32,0.7854978058610617
100,101,503,0.9835262851055444,422,0.967452159280189,63,0.9467045241871583,420,0.9409052008866787,494,0.8613435420127347,313,0.8602710480957051,314,0.8602392999542844,271,0.8589487053717106,207,0.8556770804056746,345,0.8556685363255788
101,102,424,0.9680107367467345,444,0.96147422448523,231,0.9609092797336042,361,0.9530483714736411,349,0.869300863339604,90,0.856615653083814,502,0.8520528330747985,341,0.851214438370204,492,0.8503323529652292,390,0.8488227239352348
102,103,283,0.9850703583992322,252,0.9350207186469139,144,0.9345900049681106,280,0.9256314382096482,105,0.8629740673847415,413,0.8551642363748031,38,0.8526256338931917,174,0.8480196423114914,444,0.8437620428850539,354,0.8400282989611666
103,104,21,0.8549001279038688,87,0.8476216405291385,450,0.8339997714415486,40,0.8304950634228279,133,0.828701121162971,478,0.8281058347301544,146,0.8275141590600366,117,0.8256017742351978,226,0.8248416190302551,34,0.82443538406407
104,105,103,0.8629740673847415,413,0.8594734341449008,283,0.8576028390380059,174,0.8440290111463209,469,0.8335174112786619,153,0.8333727885253673,354,0.8327005583790684,139,0.8319641518088722,274,0.8266232750055009,442,0.8238471840197827
105,106,281,0.9694448560804408,323,0.8576620183957547,465,0.8539202489467355,179,0.851435619891659,139,0.8507749553964188,233,0.8502892094684811,142,0.8493187864287657,228,0.8482097672816223,434,0.8481940972828033,480,0.8480449477714523
106,107,179,0.9693441750336318,323,0.9638964420583565,417,0.9611779906599914,140,0.949426184814628,488,0.9417305561513833,426,0.9289723429190494,326,0.8502256668265988,39,0.8485648159516344,43,0.8484429845767856,142,0.8478714207744582
107,108,478,0.971552506401313,47,0.8639666389342223,239,0.8515019942697266,2,0.8507941586305039,71,0.8488037577437709,515,0.8487317514600167,48,0.8462317539302542,512,0.8456477119571879,348,0.8400507429146459,334,0.838692062195181
108,109,29,0.8680446050131159,23,0.8616955997271167,170,0.8517692357688653,464,0.8404907789028808,327,0.7622533234290001,322,0.7616290549124702,507,0.7587586317113922,373,0.7577365753813671,286,0.7572214388530613,463,0.7528892931203998
109,110,502,0.839318161068048,25,0.8363714601683085,349,0.8311612252305474,102,0.8291846748713658,492,0.8283806908117698,8,0.8275637142141816,46,0.8265061947426088,139,0.8263290594892514,90,0.8234735080874831,223,0.8233268348474403
110,111,474,0.9926945509894154,404,0.9473257647618415,131,0.9372590746432362,446,0.9357334723432484,350,0.933539835603275,432,0.9297442587614093,336,0.9277397804834251,154,0.9210642413455616,98,0.9204743452947317,512,0.9137137387942982
111,112,85,0.8461670486461929,331,0.8439322586294873,433,0.8363846442275934,414,0.8106967616109154,465,0.8080894691365552,237,0.7480831393709924,500,0.740945014454998,113,0.738341951854049,475,0.7361938550672961,84,0.732761385773629
112,113,96,0.9764203256321184,425,0.9501665804612623,142,0.9438963014720455,434,0.9386326599870651,84,0.8654835505222382,475,0.855817840470573,293,0.854804901191044,331,0.8511525827943089,489,0.8487798227450283,200,0.8483905304597741
113,114,234,0.93826660664486,263,0.9326360287708233,311,0.8891172685626083,379,0.8674707509876978,31,0.8649655221236361,28,0.8636621250805709,47,0.8624558467776746,420,0.86226837276485,389,0.8589759975849423,2,0.8565512586354571
114,115,118,0.9676058161249846,297,0.8295493634266482,32,0.814048924320662,120,0.7562024138874004,92,0.7537914061518793,207,0.7524349764276111,16,0.7519335715050866,268,0.7509028095727379,364,0.7503107552043043,217,0.7484538667522833
115,116,184,0.8622108889433238,257,0.8549462792470623,78,0.8410122345371603,166,0.8342340914711498,79,0.831307363806176,381,0.7606181625456497,343,0.7557583389576573,340,0.7551989159985194,463,0.7541751682641177,73,0.7529363252634512
116,117,183,0.9756999109966973,55,0.9744866733070876,146,0.9704554774063627,21,0.9697934946464928,243,0.9647754152564207,74,0.9559810714173028,40,0.9551531063319199,93,0.9429349355513568,276,0.9421520383665696,450,0.9400437387022418
117,118,115,0.9676058161249846,297,0.8359351230230302,32,0.8224216095022787,16,0.7656435723126918,26,0.7647007551076956,393,0.7613581348499141,167,0.758014189173745,217,0.7542575703453562,230,0.7530401811314897,364,0.7454837817808782
118,119,316,0.9381513842353006,160,0.9287742693781339,416,0.8600703385064798,37,0.840067254043217,158,0.8380869335506271,376,0.8342509842640543,346,0.8314785777185687,264,0.8298632428868948,269,0.8279263620614423,191,0.8278714459836154
119,120,207,0.9816852112328509,92,0.9718600099394517,217,0.9585489832834413,271,0.9568010011323387,313,0.9564256755574927,314,0.9539434271774019,514,0.9469820355391289,26,0.9466716580035041,230,0.9449687805330264,437,0.9421094892329054
120,121,358,0.9692807968309238,172,0.9614675041691176,227,0.9611782648327507,491,0.942860860019754,186,0.9370196272741229,381,0.9147502457036298,13,0.8708401176136127,374,0.8536838052491444,79,0.8505135090345316,5,0.8485454877107376
121,122,421,0.6775037518317345,441,0.6055733599970428,359,0.5737046359808641,490,0.5646893042658863,365,0.5612061995467609,451,0.56110624043972,445,0.5601848754843479,325,0.5570728753524439,302,0.555427626734442,346,0.5525136060951817
